Date,Tweet,City,Country,Order
Thu Apr 26 18:18:04 +0000 2018,  I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to st…,none,none,2266
Thu Apr 26 18:19:02 +0000 2018,will  be out with the flu? Probably,none,none,2267
Thu Apr 26 18:19:20 +0000 2018,  I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to st…,none,none,2268
Thu Apr 26 18:20:20 +0000 2018,I think I’m getting the flu ,none,none,2269
Thu Apr 26 18:20:34 +0000 2018,  I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to st…,none,none,2270
Thu Apr 26 18:20:37 +0000 2018,  I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to st…,none,none,2271
Thu Apr 26 18:20:56 +0000 2018,  I need 5L's of McDonalds OJ so I can properly nurse this flu  ,none,none,2272
Thu Apr 26 18:23:48 +0000 2018,  I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to st…,none,none,2273
Thu Apr 26 18:24:09 +0000 2018, I am home with three sick kids. I thought we made it through the flu season too.  Hope you feel better.,none,none,2274
Thu Apr 26 18:24:39 +0000 2018,"My Day in a Glance.  Jake has the stomach Flu, Jeremy has an ear infection and they believe Kaitlin has a stress fracture.",none,none,2275
Thu Apr 26 18:25:22 +0000 2018,I have pink eye and the flu and its almost finals week so this is amazing,none,none,2276
Thu Apr 26 18:26:25 +0000 2018,  Advanced rehydration and bendy straws. How true pros deal with the stomach flu. #mypedialyte ,none,none,2277
Thu Apr 26 18:26:32 +0000 2018,"Everyone in this office is always sick. One chick has bronchitis, another has strep throat, someone else has a cough and ear infection, another has the flu...We need a vitamin regimen or some shit",none,none,2278
Thu Apr 26 18:27:05 +0000 2018,I think I’m getting a flu cause my body feels so not okay rn but I can’t afford lemsips until tomorrow tight,none,none,2279
Thu Apr 26 18:27:20 +0000 2018,  Advanced rehydration and bendy straws. How true pros deal with the stomach flu. #mypedialyte ,none,none,2280
Thu Apr 26 18:27:38 +0000 2018,  I felt so beautiful today before the flu decided to hit me like a car ,none,none,2281
Thu Apr 26 18:28:14 +0000 2018, Building muscle with the flu? How did you manage that?,none,none,2282
Thu Apr 26 18:28:14 +0000 2018,"     seeing this now! had bought tickets, but came down with the flu!  servant leadership is inspirational &amp; makes me #proudtobeapartner",Sault Ste Marie,none,2283
Thu Apr 26 18:28:17 +0000 2018,"Most of you know I’ve been sick the last few weeks and kept camming through it, I’m sure I have the flu now and won’t be online for a while...",none,none,2284
Thu Apr 26 18:28:50 +0000 2018, this city works like clockwork one day the temperatures suddenly drop and literally everyone in town gets sick w/ the cool new flu in town,none,none,2285
Thu Apr 26 18:29:24 +0000 2018,"  I made an appointment yesterday for today because i start my second job tomorrow and i get a message saying,  hey i got th…",none,none,2286
Thu Apr 26 18:29:55 +0000 2018,"  I made an appointment yesterday for today because i start my second job tomorrow and i get a message saying,  hey i got th…",none,none,2287
Thu Apr 26 18:30:53 +0000 2018, aye bro wtf is this that keep posting this? It’s feena piss me off  ,none,none,2289
Thu Apr 26 18:32:01 +0000 2018,"Within 2-4 weeks after a person gets infected with HIVs, they may feel flu-like symptoms such as, fever, chills, or rashes. They symptoms may last a few weeks after they have symptoms for a few weeks after being infected.",none,none,2290
Thu Apr 26 18:32:08 +0000 2018,Craving HEEEEECTIC cuddles and doing things that’ll pass this flu on to someone’s son,none,none,2291
Thu Apr 26 18:32:30 +0000 2018,  love be feeling good af but once that shit expires you'll be going thru 100 different emotions and suddenly get the flu,none,none,2292
Thu Apr 26 18:34:05 +0000 2018,Flu flu flu. Leave me alone please,none,none,2294
Thu Apr 26 18:35:43 +0000 2018," Yeah, the flu...  ...he's got BABY FEVER",none,none,2295
Thu Apr 26 18:35:56 +0000 2018," Chest cold, but maybe flu. I don't really get fevers, so sometimes it's hard to tell. I'm at home now and will rest up and see if I can shake it.",none,none,2296
Thu Apr 26 18:36:45 +0000 2018,"I don't know if it's just a cold, or the flu, but for the past 2 days whatever it is lets me be awake for 20 minutes before I have to fall back asleep for 3 hours.",none,none,2297
Thu Apr 26 18:37:01 +0000 2018,"I'm really sick today, my flu is really bad",none,none,2298
Thu Apr 26 18:37:07 +0000 2018,  ....time to head home!!  Thank you  for taking care of me... and my flu! Lol!   #Emirates ,none,none,2299
Thu Apr 26 18:37:12 +0000 2018,Man flu has struck. Hard. It will be Netflix and pills for me this evening.,none,none,2300
Thu Apr 26 18:37:31 +0000 2018,having the flu with ur significant other is extremely convenient,none,none,2301
Thu Apr 26 18:37:34 +0000 2018, oH Gosh darn it flu season sucks. I hope you feel well soon! Here have a get well card I made 4 ya. ,none,none,2302
Thu Apr 26 18:38:04 +0000 2018,  twenty four hours of uncomfortable sweating the flu out (i think it’s gone now?) leaves me anxious to get back outside.…,none,none,2303
Thu Apr 26 18:39:44 +0000 2018,I hate medication but yho this flu got me on lockdown can't do anything. ,none,none,2304
Thu Apr 26 18:41:41 +0000 2018,Sucks ass to have the flu on vacation  I just wanna be wild but I can’t when I’m actually dying from the inside out lmao,none,none,2306
Thu Apr 26 18:41:53 +0000 2018,i've gotten sick two times this flu season &amp; i'm over it. ,none,none,2307
Thu Apr 26 18:41:59 +0000 2018,"  Cw: have you ever gone viral?   Me: omg, yeah of course. This one time i got flu it was the worst.   Cw: i mean on twit…",none,none,2308
Thu Apr 26 18:42:26 +0000 2018,  I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to st…,none,none,2309
Thu Apr 26 18:42:27 +0000 2018,update: a bitch got the flu ,none,none,2310
Thu Apr 26 18:42:31 +0000 2018,"On Monday I had to figure out my way back to health. After three months of near flu and constant congestion I had said to a friend, “I am tired of being sick and sick of being tired”.   So my first stop was the... ",none,none,2311
Fri Apr 27 18:49:13 +0000 2018,“I gotta toot It’s a good thing the flu virus can’t come out of your butt”  -keara delaney maloney,none,none,2312
Fri Apr 27 18:49:16 +0000 2018,Flu is killing Lamar ,none,none,2313
Fri Apr 27 18:51:40 +0000 2018,  I got the stomach flu 2 days ago. Haven't seen it yet. Hoping tomorrow.,none,none,2314
Fri Apr 27 18:53:14 +0000 2018, Not doing owt much this weekend as im full of man flu,none,none,2315
Fri Apr 27 18:54:33 +0000 2018,"  Hi Everyone #mufc_family   I am bed ridden with Flu , most probably Dengue ( Pending Blood Tests).. Thank you for all the S/O…",none,none,2316
Fri Apr 27 18:54:53 +0000 2018," Great tweet! Made my flu-ridden body laugh out loud and it hurt like hell! But, definitely worth it! ",none,none,2317
Fri Apr 27 18:56:15 +0000 2018,"How are you doing girl? — Not so good,have got flu  ",none,none,2318
Fri Apr 27 18:57:13 +0000 2018,  twitter is giving me flu symptoms. i'm straight up nauseous and sweating reading the amount of people defending kanye…,none,none,2319
Fri Apr 27 18:58:38 +0000 2018, You got the flu?? Have a brandy and warm water before bed lol xx,none,none,2320
Fri Apr 27 18:58:41 +0000 2018, Ugh! I could have gone the rest of my life without that vision! Just made my flu symptoms flare back up! ,none,none,2321
Fri Apr 27 18:59:30 +0000 2018,Half a bottle of Jagermeister and the flu is gone ,none,none,2322
Fri Apr 27 19:00:15 +0000 2018,"i caught the flu and eli really drove up to sb to take care of me (,: ",none,none,2323
Fri Apr 27 19:00:49 +0000 2018, i'm done but i have a flu,none,none,2324
Fri Apr 27 19:01:06 +0000 2018,i haven't prepared for entrance exams at all cause work is too much for me which makes me feel awful about myself and dysphoria has been unbearable and my mom is acting all fucked up and i had the flu and i've been travelling and it's been Too Much for my mentally ill ass,none,none,2325
Fri Apr 27 19:01:06 +0000 2018,  When I have flu but  malume just doesnt allow negativity in my system . ,none,none,2326
Fri Apr 27 19:01:38 +0000 2018,Someone has the #MeToo Flu ,none,none,2327
Fri Apr 27 19:03:10 +0000 2018,Got the flu? Can't take the day off? Shake off symptoms with BC® Sinus for a quick comeback! #BCpowder #BCSinus #promo ,none,none,2328
Fri Apr 27 19:03:41 +0000 2018,u know the headache that come with the flu its killing me slowly,Saratoga,none,2329
Fri Apr 27 19:04:15 +0000 2018,So gutted I can’t go see  tomorrow because of the flu I’m blocking all my friends tomorrow and ignoring all social media ugh.,none,none,2331
Fri Apr 27 19:06:21 +0000 2018,Hey everybody! I think I will be back to streaming Monday!!!!!!!!!! Thats the day I am aiming for at least. Having the flu sucked but I am ready to stream again. I miss you guys and gals.,none,none,2332
Fri Apr 27 19:07:36 +0000 2018,I feel awful today. I have a stomach flu. I’m gonna take meds and go lay down for a while.,none,none,2333
Fri Apr 27 19:07:51 +0000 2018,"I wish I could credit this weeks emotions on this flu , but you got to me and it hurts... ",none,none,2334
Fri Apr 27 19:08:15 +0000 2018,How do I know I have the stomach flu? When I haven’t consumed/craved coffee in 3 days #wellplustheobvioussymptoms #stomachflu #sick #coffee #whatsyourremedy #coffee #nocaffiene,none,none,2335
Fri Apr 27 19:08:40 +0000 2018,I remember that one time i slept with potato slices in my socks to get rid of the flu ,none,none,2337
Fri Apr 27 19:13:09 +0000 2018,  sick got a flu definitely not great at all,none,none,2338
Fri Apr 27 19:13:15 +0000 2018,I’ve drank coffee for a week now and here’s my review: pro- i can’t believe i could’ve had this much energy for the last 23 years and i haven’t. Con- constantly feel shaky and like I’m going to throw up and like i have the stomach flu,none,none,2339
Fri Apr 27 19:13:59 +0000 2018, I’ve been having the cold/flu all week so it’s about that.,none,none,2340
Fri Apr 27 19:16:18 +0000 2018,"  So, the flu has hit me hard not just physically but financially as well. I am disabled and uninsured and the flu is enoug…",none,none,2341
Fri Apr 27 19:16:34 +0000 2018,Work comp rib injury...check While resting at home get stomach flu...check Severe tennis elbow...check  What happens when I get old?,none,none,2342
Fri Apr 27 19:17:51 +0000 2018,"ALL THESE DIAMONDS ON MY NECK GOT THE FLU, BITCH IM SICK",none,none,2343
Fri Apr 27 19:17:52 +0000 2018,  I pull the tourniquet tighter with my teeth and tap the veins in my forearm ready for my fix   Nurse: Dude it’s a flu…,none,none,2344
Fri Apr 27 19:17:53 +0000 2018,"  So, the flu has hit me hard not just physically but financially as well. I am disabled and uninsured and the flu is enoug…",none,none,2345
Fri Apr 27 19:17:54 +0000 2018,Drakeo The Ruler - Flu Flamming ,none,none,2346
Fri Apr 27 19:20:20 +0000 2018,  I pull the tourniquet tighter with my teeth and tap the veins in my forearm ready for my fix   Nurse: Dude it’s a flu…,none,none,2347
Fri Apr 27 19:21:29 +0000 2018,pening  flu ,none,none,2348
Fri Apr 27 19:21:51 +0000 2018,Supper  Sink clearing  Flu clearing   Tonight I sleep peacefully. ,none,none,2349
Fri Apr 27 19:23:06 +0000 2018,         enjoy! No buttworms today! Just the flu!  #MandaSmackinHerAssAgainForJen  ,none,none,2350
Fri Apr 27 19:25:51 +0000 2018,"  To the professor that wouldn’t let me reschedule my final exam even though i have bronchitis, the flu and sinusitis, and…",none,none,2351
Fri Apr 27 19:26:20 +0000 2018, Makes me laugh when they're ruled out for a week with the flu,none,none,2352
Fri Apr 27 19:26:37 +0000 2018,Bro got the flu smh,none,none,2353
Fri Apr 27 19:27:35 +0000 2018, Fm I've still got man flu from our B company Cheshire regtiment B company in Chester last weekend c'mon the Wire,none,none,2354
Fri Apr 27 19:27:41 +0000 2018,One advantage of being sidelined with the flu all week: I’m really looking forward to being back to the dissertation!,none,none,2355
Fri Apr 27 19:30:58 +0000 2018,so i missed my flight this morning and i am heavily considering rescheduling to next weekend or just driving down there tonight... but i also have the flu and step throat so i don't think it might be too wise... ugh BUT i have so much to take care of down there ,none,none,2356
Fri Apr 27 19:31:04 +0000 2018,Turns out Imagine Dragons wasn’t the right medicine to my flu / food poisoning..,none,none,2357
Fri Apr 27 19:32:16 +0000 2018, I’m at home sick with the flu this would make my day(s) so much better!! ,none,none,2358
Fri Apr 27 19:33:33 +0000 2018,Hope I wake up with this flu gone kiki,none,none,2359
Fri Apr 27 19:33:34 +0000 2018,"Y’all I woke up feeling funky(not the good kind) and it turns out I have the flu    I thought my tooth was infected but nope, my sick ass can’t stay healthy",none,none,2360
Fri Apr 27 19:35:13 +0000 2018,After over a week of the flu I'm almost not feeling like I'm dying.,Elsene,none,2361
Fri Apr 27 19:35:38 +0000 2018,Finally recovering after having fever &amp; flu since Wednesday. Having you Uvula engorge and be stuck to your tongue is disgusting    ,Pretoria,none,2362
Fri Apr 27 19:39:18 +0000 2018, I got da flu :(,none,none,2365
Fri Apr 27 19:41:00 +0000 2018,  I pull the tourniquet tighter with my teeth and tap the veins in my forearm ready for my fix   Nurse: Dude it’s a flu…,none,none,2366
Fri Apr 27 19:41:15 +0000 2018, you're gonna have so much fun! i'm so sad i can't go (i am poor and have the flu),none,none,2367
Fri Apr 27 19:41:53 +0000 2018,I have the flu and everything HUS!! ,none,none,2368
Fri Apr 27 19:42:56 +0000 2018,//having the flu sucks ass,none,none,2369
Fri Apr 27 19:43:15 +0000 2018,I have a flu and I can't breathe from my nose I breathe from my mouth ,none,none,2370
Fri Apr 27 19:44:06 +0000 2018, I have the flu so I know your pain,none,none,2371
Fri Apr 27 19:44:36 +0000 2018, Sounds like the flu #GoGators,none,none,2372
Fri Apr 27 19:44:50 +0000 2018,My throat is going through it all. This flu must just exit me,none,none,2373
Fri Apr 27 19:45:03 +0000 2018,"Whether it’s a cold, the flu, tonsillitis, or a fever, it’s bound t... ",none,none,2374
Fri Apr 27 19:45:12 +0000 2018,"It's 30 degrees hot and i'm wearing a robe and a beanie, coz flu - coz medlemon - coz panado",none,none,2375
Fri Apr 27 19:46:02 +0000 2018,Not so great. I have the flu  ,none,none,2376
Fri Apr 27 19:47:28 +0000 2018, Oh poor mum dat flu fing nasty ..our muv got sore arm cause got the flu jab dis week ... look after mum Bella don’t want her getting bad sick,none,none,2377
Fri Apr 27 19:48:10 +0000 2018,   Fm I've still got man flu from our B company Cheshire regtiment B company in Chester last weekend c'mon the Wire,none,none,2378
Fri Apr 27 19:48:26 +0000 2018,  I pull the tourniquet tighter with my teeth and tap the veins in my forearm ready for my fix   Nurse: Dude it’s a flu…,none,none,2379
Fri Apr 27 19:48:32 +0000 2018,  This stomach flu has given me the type of body I wouldn’t be embarrassed to see people I hate from high school with,none,none,2380
Fri Apr 27 19:50:26 +0000 2018,It’s so nice out and of course I have the flu. Fml,none,none,2381
Fri Apr 27 19:51:03 +0000 2018,Flu-ish,none,none,2382
Fri Apr 27 19:51:26 +0000 2018, we calling it flu now??!.. lit ,none,none,2383
Fri Apr 27 19:51:44 +0000 2018,Bill: I have hypochondria  Tim: is that a plant  Plant: I think I have the flu,none,none,2384
Fri Apr 27 19:52:35 +0000 2018,This stomach flu is no joke. ,none,none,2385
Fri Apr 27 19:52:58 +0000 2018,Turns out i don’t just have seasonal allergies i also have a violent flu,none,none,2386
Fri Apr 27 19:53:26 +0000 2018,Today is fantastic. I have the flu and brandon has to work tonight. He lost my credit card and a lady hit my car ,none,none,2387
Fri Apr 27 19:53:42 +0000 2018,man flu worst ever rt,none,none,2388
Fri Apr 27 19:53:48 +0000 2018,The flu is so traumatizing.,none,none,2389
Fri Apr 27 19:53:55 +0000 2018, K.O.C(King(s) Of Comedy)............Beareii Sober reigns supreme.......you got lafin my swine flu out..... HAPPY FREEDOM DAY ,none,none,2390
Fri Apr 27 19:56:47 +0000 2018,Been battling the flu all day but excited about prospective  clients. Summer is coming and educators need training.,none,none,2391
Fri Apr 27 19:57:16 +0000 2018,"  there is a small chance that I have contracted Lyme disease and it is my last wish - (before sometime, maybe like 5 years down the road, I experience some non specific flu like symptoms) it is my last wish to be allowed back in Walmart stores",none,none,2392
Fri Apr 27 19:57:16 +0000 2018,also i got a really bad flu i hate,none,none,2393
Fri Apr 27 19:57:37 +0000 2018,Having the flu aint no joke ,none,none,2394
Fri Apr 27 19:57:45 +0000 2018,"  To the professor that wouldn’t let me reschedule my final exam even though i have bronchitis, the flu and sinusitis, and…",none,none,2395
Fri Apr 27 19:58:16 +0000 2018,Been battling the flu all day but excited about prospective  client emails coming in. Summer is coming and educators need training. When I have energy...it’s grind time.,none,none,2396
Fri Apr 27 19:58:53 +0000 2018,Flu Flamming Champion,none,none,2397
Fri Apr 27 19:59:47 +0000 2018,"From a cold to the stomach flu, great week so far ",none,none,2398
Fri Apr 27 19:59:50 +0000 2018,"  To the professor that wouldn’t let me reschedule my final exam even though i have bronchitis, the flu and sinusitis, and…",none,none,2399
Fri Apr 27 20:00:26 +0000 2018,"What's better than being unhumanly anxious, feeling very depressed and dying of flu  Plus cough mixture is definitely not my friend  ",none,none,2400
Fri Apr 27 20:01:20 +0000 2018,"This illness has made me eat a bunch of carbs, bloat like crazy and then drop weight......do I have the Calteen Bar Flu?",none,none,2401
Fri Apr 27 20:01:40 +0000 2018,  Did you know that if someone comes to work with the flu before they are showing flu symptoms... by lunch time... ,none,none,2402
Fri Apr 27 20:01:42 +0000 2018," It's awful. I'm kind of lucky that I got terrible flu, as it knocked me out of my 800-1000mg of caffeine a day, so despite feeling awful, I just assumed it was flu and now I'm caffeine free.",none,none,2403
Fri Apr 27 20:01:44 +0000 2018,"Cranky JUST  got flu shot a week ago, Guess who has the flu ? Makes me Cranky !",none,none,2404
Fri Apr 27 20:05:13 +0000 2018,"I just ordered me the concords, flu games and then confetti’ 8’s ",none,none,2405
Fri Apr 27 20:05:29 +0000 2018,  I pull the tourniquet tighter with my teeth and tap the veins in my forearm ready for my fix   Nurse: Dude it’s a flu…,none,none,2406
Fri Apr 27 20:05:57 +0000 2018,"  To the professor that wouldn’t let me reschedule my final exam even though i have bronchitis, the flu and sinusitis, and…",none,none,2407
Fri Apr 27 20:06:14 +0000 2018,Cop me a pair ,none,none,2408
Fri Apr 27 20:06:14 +0000 2018,"My poor little man somehow got the flu.. somehow in a house where no one has been sick... damn birds, gotta be the birds!",none,none,2409
Fri Apr 27 20:07:04 +0000 2018," But that day . . . It was really cold that day, Am I right? Be careful not to catch flu!",none,none,2410
Fri Apr 27 20:07:30 +0000 2018,Live fast Eat ass Stomach flu,none,none,2411
Fri Apr 27 20:09:06 +0000 2018," I've been eating pretty ok I think. It's not the first time it happened, so I think I just have a stomach flu considering the other symptoms I have rn",none,none,2412
Fri Apr 27 20:09:16 +0000 2018,"That's my Broony tickets bought... hopefully i'm better and got ride of flu /chest infection. Hopefully another treble...oh,make mine a double, will ya  ",none,none,2413
Fri Apr 27 20:09:57 +0000 2018,"Cleaning my apartment while I'm working through the flu is, I'm sure, NOT what the doctor prescribed ",none,none,2415
Fri Apr 27 20:10:37 +0000 2018,Flu creepin in been sneezing this whole time ,none,none,2416
Fri Apr 27 20:11:03 +0000 2018,"Also, it's shameful how much this flu medicine costs...",none,none,2417
Fri Apr 27 20:11:06 +0000 2018,  I pull the tourniquet tighter with my teeth and tap the veins in my forearm ready for my fix   Nurse: Dude it’s a flu…,none,none,2418
Mon Apr 30 18:19:15 +0000 2018,So my time has come. The common man flu has taken me down in the prime of my life! Time to get on the  green juices for the rest of the week! ,none,none,2420
Mon Apr 30 18:19:41 +0000 2018," So sick, like 24 hr flu",none,none,2421
Mon Apr 30 18:20:59 +0000 2018, “I’m just one stomach flu away from my goal weight” is my next fave,none,none,2422
Mon Apr 30 18:21:36 +0000 2018,Is there a stomach flu going around? Because good god I am a hecking sick mess right now,none,none,2423
Mon Apr 30 18:23:15 +0000 2018, Running fever~ it's cause of the flu again  hehe I should try to rest yes but it's hard to shut down my mind ,none,none,2424
Mon Apr 30 18:23:27 +0000 2018,"The Tea That Cures Strep Throat, Flu And Sinus Infections ",none,none,2425
Mon Apr 30 18:23:44 +0000 2018," Not sure what I was expecting, I’m only 1 day in and didn’t realise that keto flu literally feels like the flu.  Urgh it’s horrid. Not sure I will last on this.",none,none,2426
Mon Apr 30 18:23:52 +0000 2018,Pretty sure I got this damn flu going around ,none,none,2427
Mon Apr 30 18:25:53 +0000 2018,i have the stomach flu and i can barely move without excruciating pain and wanting to throw up but i still have to go to work because capitalism,none,none,2428
Mon Apr 30 18:26:02 +0000 2018, We ended up with the flu ,none,none,2429
Mon Apr 30 18:26:48 +0000 2018,  I had a pretty rough time during the last couple of weeks...a lot of people have been hit with cold and flu bugs... but I'm…,Galway,none,2431
Mon Apr 30 18:28:43 +0000 2018,im a dumbass i had a stomach flu and i just ate sweets now my stomach hurts again,none,none,2433
Mon Apr 30 18:28:57 +0000 2018,"  I legit had a ""oh yeah her"" moment when she appeared at clexacon. Maybe she will have a flu on the day and not pitch up",none,none,2434
Mon Apr 30 18:29:15 +0000 2018,Flu got me,none,none,2435
Mon Apr 30 18:29:38 +0000 2018,Reebok Rbk Flu Shoes White Green with Headphones Men Size 13 ,none,none,2436
Mon Apr 30 18:29:38 +0000 2018," And a visit to the doc if it’s been a week &amp; you’re still pretty sick, esp if it might be strep, whooping cough, flu etc.",none,none,2437
Mon Apr 30 18:29:54 +0000 2018,I have the flu.,none,none,2438
Mon Apr 30 18:31:32 +0000 2018,"  Thanks to Imran Khan..  I had a flu but now, coz of all the crying my sinuses are unblocked. ",none,none,2439
Mon Apr 30 18:31:45 +0000 2018,Working in Margate today and I’ve come home with bird flu,none,none,2440
Mon Apr 30 18:34:01 +0000 2018, Flu game?,none,none,2441
Mon Apr 30 18:34:07 +0000 2018," so  GRRRR ... holidays spent with all whanau battling some type of cold/flu, so really need to move forward - battling on - #NZBFC630",none,none,2442
Mon Apr 30 18:36:52 +0000 2018," Hi, you could also try a traditional herbal remedy called Echinaforce, (A Vogel) which can be used to relieve the symptoms of: cold, flu and upper respiratory tract infections. I have used this myself and have found it to work very well. You can find it on Amazon.",none,none,2443
Mon Apr 30 18:38:22 +0000 2018,Got the flu on this nice day,none,none,2444
Mon Apr 30 18:39:54 +0000 2018, I’m terrified to take a sick day or call out even if I legit am sick. They had to kick me out because I got the flu this weekend and now I’m worried about job security.,none,none,2445
Mon Apr 30 18:44:05 +0000 2018, Blizzcon flu .........,none,none,2447
Mon Apr 30 18:46:18 +0000 2018,Got an awful bout of flu so would very much appreciate Spurs winning in a nice boring fashion,Chicago,none,2449
Mon Apr 30 18:50:53 +0000 2018, start again next week!  ,none,none,2450
Mon Apr 30 18:50:53 +0000 2018,         What a coincidence. I'll be here all weak...  (stupid flu),none,none,2451
Mon Apr 30 18:52:28 +0000 2018,I swear this flu is gonna kill me.,none,none,2452
Mon Apr 30 18:52:40 +0000 2018,"         I’m sorry to hear that! The stupid flu. Is that a flu that makes a person stupid? Oh, no. I must have it, too! ",none,none,2453
Mon Apr 30 18:55:35 +0000 2018,The flu coming your way is lit ,none,none,2454
Mon Apr 30 18:56:44 +0000 2018,"         Thanks! I've been sneezing myself silly here, so yep, it could be the stupid flu, alright. Just feeling those brain cells jumping outta my ears with every sneeze... ",none,none,2455
Mon Apr 30 18:59:08 +0000 2018,I just uploaded “Kinder Mender Is the Flu Dangerous” to #Vimeo: ,none,none,2456
Mon Apr 30 19:00:29 +0000 2018,   start again next week!  ,none,none,2457
Mon Apr 30 19:02:19 +0000 2018,I am literally such a baby when I have the flu like I am literally dribbling and begging for attention,none,none,2458
Mon Apr 30 19:04:22 +0000 2018,If you sleep with a fan directly on you 365 days a year I hope you catch the flu in the worst way. I don’t understand the want to be cold when it’s unnecessary  cold air brings the devil out of me.,none,none,2459
Mon Apr 30 19:04:46 +0000 2018,why is this flu sticking around so long???,none,none,2460
Mon Apr 30 19:05:30 +0000 2018,  Flu showed me flames.. But I tried hey  #Khalid #location ,none,none,2461
Mon Apr 30 19:05:54 +0000 2018,I’m supposed to go to Vegas on Friday and I done caught the flu. You’ve got to be kidding me ,Davis,none,2462
Mon Apr 30 19:06:32 +0000 2018,"I got the stomach flu, then a cold, and my period, all in the same week. Only me. Smh.",none,none,2463
Mon Apr 30 19:08:17 +0000 2018, the flu evolves moron,none,none,2464
Mon Apr 30 19:09:37 +0000 2018,"Stomach flu cures? Who knows 'em?    I'll just be over here with my head in the toilet if anyone wants to drop me a line   Also, trying hard core not to faint ",none,none,2465
Mon Apr 30 19:09:51 +0000 2018,Everytime ive bad flu rasa cam nak cut my nose jap simpan tepi so that i can sleep peacefully,none,none,2466
Mon Apr 30 19:10:16 +0000 2018,I guess I have the flu not strep maybe,none,none,2467
Mon Apr 30 19:10:33 +0000 2018,Never knew flu would come at me like this kubi ,none,none,2468
Mon Apr 30 19:10:37 +0000 2018,"My stomach flu is officially sponsored by  and I don’t care if you take my NYC citizenship, I’m never dragging myself to the bodega in my pajamas ever again.",none,none,2469
Mon Apr 30 19:11:02 +0000 2018,  it's so hard having the flu and not being able to eat when eating is one of your most cherished pastimes,none,none,2470
Mon Apr 30 19:11:04 +0000 2018,You now have Asian Flu.,none,none,2471
Mon Apr 30 19:11:54 +0000 2018,the worst shit is when you have the flu AND you have your fucking period. Man I’m going through it rn,none,none,2472
Mon Apr 30 19:12:04 +0000 2018,It got discontinued for the flu ,none,none,2473
Mon Apr 30 19:13:08 +0000 2018,"#NationalAdoptAShelterPetDay Here is 13 year old Cora, who we adopted a few days go. She is a sweetheart and a very good girl. Still cannot believe people gave this old cutie away. She's still recovering from a flu she got at the shelter, but is getting better each day ",none,none,2474
Mon Apr 30 19:13:20 +0000 2018,3.12 am and I still couldn't sleep due to the flu.,none,none,2475
Mon Apr 30 19:13:34 +0000 2018,New front end test day! Leaving a pair of 2Ss recording the cats fighting overnight. Also battling the flu but we crack on.   ,none,none,2476
Mon Apr 30 19:13:56 +0000 2018,  Staying home got a bad flu,none,none,2477
Mon Apr 30 19:14:16 +0000 2018,This cold got me feeling like patient zero of a new strain of flu. Got me thinking how many people would I have infected by now,none,none,2478
Mon Apr 30 19:14:48 +0000 2018,See a Doctor right away in another country or state; If you have Diarrhea and a high fever (102 degrees or above) Flu-like symptoms (especially in countries with diseases like Malaria)If you’ve been bitten or scratched by an animal been seriously injured Been in a car accident,none,none,2479
Mon Apr 30 19:15:18 +0000 2018, tell him you got the flu,none,none,2480
Mon Apr 30 19:15:45 +0000 2018,"This flu is the worst. My asthma is acting up big time and my sinuses, well they are having a field day.   ",none,none,2481
Mon Apr 30 19:16:23 +0000 2018,I’m pretty sure I have the stomach flu and it sucks.,none,none,2482
Mon Apr 30 19:16:50 +0000 2018," Thank you. It’s been hell. Our family is under lot of stress. Cuz my mom fell with surgery, I was rear ended with the insurance company totaling my car, then my dad nd I got th Flu , the pneumonia, and I’ve had the shingles for months. So yah.... Thank god for my ",none,none,2483
Mon Apr 30 19:17:21 +0000 2018,"About 50 Andrew High School students became ill with stomach flu-like symptoms after attending prom Friday at Chicago’s Shedd Aquarium, officials say  ",none,none,2484
Mon Apr 30 19:17:39 +0000 2018,  About 50 Andrew High School students became ill with stomach flu-like symptoms after attending prom Friday at Chicago’s…,none,none,2485
Mon Apr 30 19:18:15 +0000 2018,Scott came home sick with what appears to either be flu or food poisoning and I'm also apparently sick as I didn't even here him come home in my feverish sleep after putting the dogs in their crates earlier... #fml #flu,none,none,2486
Tue May 01 17:31:25 +0000 2018,"Got a dose of the flu and now I want a girlfriend for like 3 or 4 days, jus leave ur application form below ",none,none,2487
Tue May 01 17:31:27 +0000 2018,"  Woman Flu is very serious too, and should be dealt with immediately. ",none,none,2488
Tue May 01 17:31:51 +0000 2018,This flu shit better stay AWAY I'm so mad  I have a mission (&amp; lots of other things) to complete before I leave for vacay on Saturday   But I feel so weak ,none,none,2489
Tue May 01 17:31:55 +0000 2018,i've had the flu for almost a week but today it has peaked with me thinking fried chicken tastes like fish,none,none,2490
Tue May 01 17:32:00 +0000 2018,Stomach Flu Closes College Campus. By   ,none,none,2491
Tue May 01 17:32:35 +0000 2018," Start being passive aggressive back? ""Oh, yeah, we're really sick with the flu. How about you? How's That Noise going? It must be exhausting maintaining it for four fucking years now.""",none,none,2492
