Date,Tweet,City,Country
Tue Apr 03 19:13:58 +0000 2018,Flu deaths in Alberta climb to 86  #yeg #yegnews #yegisawesome #Alberta411,none,none
Tue Apr 03 19:13:59 +0000 2018,"  Flu Vaccines help less than 2% of those vaccinated.  BECAUSE THE BAD GUYS DON'T RAT ON THEMSELVES, WE DON'T HEAR ABOUT TH…",none,none
Tue Apr 03 19:14:02 +0000 2018,"  Scripps Research discovery paves way for better #flu prevention, treatment  ",none,none
Tue Apr 03 19:14:11 +0000 2018,#MakeABandSickly - The Flu Fighters,none,none
Tue Apr 03 19:14:20 +0000 2018,Doctors are saying not to worry about the bird flu because it's tweetable.,none,none
Thu Apr 05 18:03:56 +0000 2018,Homework and music flow dnd my head starting to hurt again I wish this flu would go away,none,none
Thu Apr 05 18:03:58 +0000 2018,Men flu is a real thing... Lol!!! Don't joke about our near death experience ,none,none
Thu Apr 05 18:04:01 +0000 2018,5 ingredients to avoid in cold and flu medicine  via ,none,none
Thu Apr 05 18:04:03 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none
Thu Apr 05 18:04:08 +0000 2018,Why did we need to know that..??!!! ,none,none
Thu Apr 05 18:04:17 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none
Thu Apr 05 18:04:17 +0000 2018,The man flu is the fucking worst I really feel like I’m melting from the inside and dying,none,none
Thu Apr 05 18:04:17 +0000 2018,     He said the flu vaccine was causing ppl to die.,none,none
Thu Apr 05 18:04:25 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none
Thu Apr 05 18:04:28 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none
Thu Apr 05 18:04:30 +0000 2018,"i am now the proud owner of one day of meds that have side effects which imitate cold and flu, especially when you're recovering from flu.",none,none
Thu Apr 05 18:04:35 +0000 2018,  HE KNEW SOME SHIT AND THEY KILLED THIS MAN. Ain’t he the one who said the flu shot caused the epidemic and they did it inten…,none,none
Thu Apr 05 18:04:42 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none
Thu Apr 05 18:04:43 +0000 2018,  Timothy Cunningham was murdered for telling the truth about flu shots this year. After countless people have been in the ho…,none,none
Thu Apr 05 18:04:49 +0000 2018,    This is what happens when you speak out about the dangers of the flu vaccine.  He was murd…,none,none
Thu Apr 05 18:04:52 +0000 2018,"  Tragically as we suspected, Dr. Timothy Cunningham, the missing CDC scientist who stated that the flu vaccine was causing th…",none,none
Thu Apr 05 18:05:04 +0000 2018,How much #mucus can a human body project? The Answer is too much to give a clear answer.  On #IAJAC-   On #iTunes-    #listen #subscribe #stream #follow #like #hear #customer #customerengagement #uk #kms #cold #commoncold #flu #gross,none,none
Thu Apr 05 18:05:12 +0000 2018,Golden Knights: Does The “Vegas Flu” Still Exist? ,none,none
Thu Apr 05 18:05:13 +0000 2018,I’m so sick dawg fuck the flu,none,none
Thu Apr 05 18:05:15 +0000 2018,"How To Fly Without Catching the Flu Or, Say, Ebola, Article:  via:  #travel #TravelHealth",none,none
Thu Apr 05 18:05:32 +0000 2018,"     He didn't just ""know"" something, he spoke OUT about it.  He connected the recent flu…",none,none
Thu Apr 05 18:05:40 +0000 2018,   He spoke out about the strand of flu that would become an epidemic and kill thousands of ppl which it did. Then…,none,none
Thu Apr 05 18:05:42 +0000 2018,  The CDC doctor who controversially warned this year’s “disastrous” flu shot may be responsible for the deadly flu epidemic sw…,none,none
Thu Apr 05 18:05:43 +0000 2018,Rest in Paradise ,none,none
Thu Apr 05 18:05:44 +0000 2018,"  Apparently Sergei Skripal is getting better too, so both of them appear to be out of the woods! Wouldn't it be funny if t…",none,none
Thu Apr 05 18:05:46 +0000 2018,  This guy said don’t get the flu shot and went on to state that the people that died of his hospital of the flu all got the flu…,none,none
Thu Apr 05 18:05:53 +0000 2018,"  CDC doctor, Timothy Cunningham, spoke the truth about  the flu vaccine by saying it was responsible for the historic flu o…",none,none
Thu Apr 05 18:05:59 +0000 2018,"  CDC doctor, Timothy Cunningham, spoke the truth about  the flu vaccine by saying it was responsible for the historic flu o…",none,none
Thu Apr 05 18:06:00 +0000 2018,Shortly before he died he had stated that the flu vaccine causes the flu.  CNN: Body found in Atlanta river identified as missing CDC scientist. ,none,none
Thu Apr 05 18:06:02 +0000 2018,  HE KNEW SOME SHIT AND THEY KILLED THIS MAN. Ain’t he the one who said the flu shot caused the epidemic and they did it inten…,none,none
Thu Apr 05 18:06:06 +0000 2018," It's called ""Men Flu""... A very chronic condition understood only by men.  ",none,none
Thu Apr 05 18:06:27 +0000 2018,"  This time of the year my mom makes sure we all get a flu vaccine, EVERY YEAR my dad delays (because needles  ) , then…",none,none
Thu Apr 05 18:06:30 +0000 2018,   I don't buy the promotion narrative its bs.,none,none
Thu Apr 05 18:06:40 +0000 2018," be careful if you speak our against BIG DRUG COMPANY'S!! ""Cunningham disappeared amid warnings that his patients were dying from botched flu vaccines""    He was found not log ago in the Chattahoochee River in northwest Atlanta late Tuesday evening.",none,none
Thu Apr 05 18:06:42 +0000 2018,NIAID Scientists Are Developing A Universal Flu Vaccine.. The National Institute of Allergy and Infectious Diseases (NIAID) are planning to develop a universal flu vaccinethat will protect people from most strains of flu with a single jab. Scientists a... ,none,none
Thu Apr 05 18:06:45 +0000 2018,So sad. They finally found him. He publicly stated that he believed the flu vaccine was causing the flu epidemic. ,none,none
Thu Apr 05 18:06:49 +0000 2018,  HE KNEW SOME SHIT AND THEY KILLED THIS MAN. Ain’t he the one who said the flu shot caused the epidemic and they did it inten…,none,none
Thu Apr 05 18:07:04 +0000 2018,I be sayin the same thing but I’m not a doctor so I’m straight  ,none,none
Thu Apr 05 18:07:13 +0000 2018,i feel the flu coming when i’m supposed to do so many things END ME,none,none
Thu Apr 05 18:07:13 +0000 2018,   Prayers for #TimothyCunningham.   in their press conference should explain why they believe i…,none,none
Thu Apr 05 18:07:17 +0000 2018,  Timothy Cunningham was murdered for telling the truth about flu shots this year. After countless people have been in the ho…,none,none
Thu Apr 05 18:07:18 +0000 2018,Ah. Mr Flu ,none,none
Thu Apr 05 18:07:20 +0000 2018,"  This time of the year my mom makes sure we all get a flu vaccine, EVERY YEAR my dad delays (because needles  ) , then…",none,none
Thu Apr 05 18:07:21 +0000 2018,"  This time of the year my mom makes sure we all get a flu vaccine, EVERY YEAR my dad delays (because needles  ) , then…",none,none
Thu Apr 05 18:07:22 +0000 2018,  Are you planning to visit   today or tomorrow? Come to   and talk with Sara - she'll tell you…,none,none
Thu Apr 05 18:07:27 +0000 2018,Swear I must have the worlds worst immune system. Hopefully this sore throat and cold remains just that and doesn’t materialise into man flu ,none,none
Thu Apr 05 18:07:28 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none
Thu Apr 05 18:07:36 +0000 2018,"  UPDATED: 1 child dead, 14 others hospitalized with flu-like symptoms near Calgary ",none,none
Thu Apr 05 18:07:46 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none
Thu Apr 05 18:07:49 +0000 2018, Didnt he make the comment that the flu vaccine may have been responsible for the deadly flu virus that was going rampant? Hmmmm...,none,none
Thu Apr 05 18:07:51 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none
Thu Apr 05 18:08:02 +0000 2018," I am way past the ""Keto Flu"" as my aunt calls it. One thing I have noticed is that I don't hungry as quickly and harshly as I did on carbs. Is that because of the protein? Thanks for writing your books, I am still enjoying #WiredToEat!",none,none
Thu Apr 05 18:08:13 +0000 2018,Seeing bae just make my flu get better ,none,none
Thu Apr 05 18:08:13 +0000 2018,"Question now is will YourNewsWire yet again try to exploit this sad story, as it did before, to attack the flu shot to get clicks.  ",none,none
Thu Apr 05 18:08:17 +0000 2018,    Flu shot whistleblower? #Qanon,South Africa,none
Thu Apr 05 18:08:18 +0000 2018,thissss! ,none,none
Thu Apr 05 18:08:24 +0000 2018,Getting that flu vaccination tomorrow ,none,ZA
Thu Apr 05 18:08:25 +0000 2018,  Spoke out about flu shots and then America got him ,none,none
Thu Apr 05 18:08:25 +0000 2018," why are you me, I’ve had 2 days off my new job because of the flu and chest infection",none,none
Thu Apr 05 18:08:26 +0000 2018,This gives a new dimension to the term 'Hon Kong flu...errr flew' !! ,none,none
Thu Apr 05 18:08:31 +0000 2018,“Data analysts need ways to analyze non-text data like photos and videos.”  - Kari Lubell of the  at the flu symposium sponsored by     can help:  ,none,none
Thu Apr 05 18:08:33 +0000 2018,So sad. They finally found him. He publicly stated that he believed the flu vaccine was causing the flu epidemic. ,none,none
Thu Apr 05 18:08:41 +0000 2018,   That’s your life and your children’s lives and those who come in contact with you whose lives you’re risking. As a nurse I’d say stop listening to conspiracy theories and actually protect yourself from potentially deadly viruses. This season’s flu has been especially virulent.,none,none
Thu Apr 05 18:08:42 +0000 2018,Flu season isn't over yet!  Ck out this guide to managing household germs from  #generationgood ,none,none
Thu Apr 05 18:08:47 +0000 2018,  Health Officials Warn Flu Season Isn't Over Yet   ,none,none
Thu Apr 05 18:08:49 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none
Thu Apr 05 18:08:50 +0000 2018,Mom shares a flu warning sign that most people probably aren't aware of  #ThePosting,none,none
Thu Apr 05 18:08:53 +0000 2018,    There is a very real &amp; scary story behind this man's disappearance &amp; death. He was a  ,none,none
Thu Apr 05 18:08:55 +0000 2018,"Question now is will YourNewsWire yet again try to exploit this sad story, as it did before, to attack the flu shot to get clicks. ",none,none
Thu Apr 05 18:08:59 +0000 2018," Oh no! I know what you're going through, I had the flu last month. I hope you have a speedy recovery. When I was sick I didn't want to do ANYTHING so I don't expect you to post videos when you're sick with the flu. Your health is more important! ",none,none
Thu Apr 05 18:09:04 +0000 2018,"     He didn't just ""know"" something, he spoke OUT about it.  He connected the recent flu…",none,none
Thu Apr 05 18:09:07 +0000 2018,"  CDC doctor, Timothy Cunningham, spoke the truth about  the flu vaccine by saying it was responsible for the historic flu o…",Irwin,none
Thu Apr 05 18:09:11 +0000 2018,Discovery Paves Way for Better Flu Prevention &amp; Treatment (source: labmanager)  ,none,none
Thu Apr 05 18:09:21 +0000 2018,"Even though I was sick with the stomach flu, I still managed to get my booty ready and watch an awesome concert, with amazing friends! Luke Combs definitely did not disappoint!",none,US
Thu Apr 05 18:09:24 +0000 2018,  VIDEO of a black scientist that was murdered because he told the world that the Flu shots are killing people! ,none,none
Thu Apr 05 18:09:27 +0000 2018,  Glycosylation of Human IgA directly inhibits Influenza A and other sialic-acid-binding viruses ,none,none
Thu Apr 05 18:09:36 +0000 2018,"  Dr. Timothy J. Cunningham, Who Controversially Warned This Year’s “Disastrous” Flu Shot May Be Responsible For The Deadly Flu…",none,none
Thu Apr 05 18:09:43 +0000 2018,"  This time of the year my mom makes sure we all get a flu vaccine, EVERY YEAR my dad delays (because needles  ) , then…",none,none
Thu Apr 05 18:09:43 +0000 2018, You got con flu from Birmingham? Not surprises tbh  enjoy PAX!,none,none
Thu Apr 05 18:09:43 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none
Thu Apr 05 18:09:44 +0000 2018,craving for love this deep ,none,none
Thu Apr 05 18:09:45 +0000 2018,  Injury report for tomorrow's game at Indiana: Kevon Looney (flu-like symptoms) is probable. Andre Iguodala (left knee soren…,none,none
Thu Apr 05 18:09:48 +0000 2018,  #Flu viruses are among the fastest known mutating viruses. Learn how CDC uses next-generation gene sequencing tools to analyze…,none,none
Thu Apr 05 18:09:51 +0000 2018,I’ve defs got the flu so I’m not gonna see you  ,none,none
Thu Apr 05 18:10:01 +0000 2018,  Spoke out about flu shots and then America got him ,none,none
Thu Apr 05 18:10:04 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none
Thu Apr 05 18:10:12 +0000 2018,  Please. Help out Cristina’s family her mother passed away from the flu and pneumonia. It’s a terrible tragedy &amp; this famil…,none,none
Thu Apr 05 18:10:14 +0000 2018,"  How To Fly Without Catching the Flu Or, Say, Ebola, Article:  via:  #travel #TravelHealth",none,none
Thu Apr 05 18:10:15 +0000 2018,"A ""severe flu"" was circulating in Morley days before a child's death: Band CEO  #yyc ",none,none
Thu Apr 05 18:10:20 +0000 2018,    There is a very real &amp; scary story behind this man's disappearance &amp; death. He was a  ,none,none
Thu Apr 05 18:10:23 +0000 2018,  Injury updates for tonight's game at Indiana: Kevon Looney (flu-like symptoms) is available to play. Nick Young (flu-like s…,none,none
Thu Apr 05 18:10:33 +0000 2018,  I don't think it's a mere coincidence that Timothy Cunningham spoke up about flu shots being dangerous in the midst of…,none,none
Thu Apr 05 18:10:38 +0000 2018,"  During 7th Gaon Award, Kim Yugyeom had a flu but he successfully slayed his solo dance for GOT7 opening stage without showin…",none,none
Thu Apr 05 18:10:43 +0000 2018,"  A ""severe flu"" was circulating in Morley days before a child's death: Band CEO  #yyc ",none,none
Thu Apr 05 18:10:44 +0000 2018,  Bear flu is no joke  #TBT #ThrowbackThursday #WeBareBears ,none,none
Thu Apr 05 18:10:45 +0000 2018,I dodged the flu two times and the stomach bug a month ago when it went around my office so it was bound to be my turn ,none,none
Thu Apr 05 18:10:56 +0000 2018,"  #CDC Doctor, Who Said #FluShot Caused Deadly Outbreak, Missing Feared Dead  ",none,none
Thu Apr 05 18:11:06 +0000 2018,  Ah. Mr Flu ,none,none
Thu Apr 05 18:11:02 +0000 2018,"  50,000 Now Dead From Flu Outbreak: Mainstream Media Blackout!  ",none,none
Thu Apr 05 18:11:11 +0000 2018,I’ve been in and out of work all this week with this stupid cold/flu and I thought I was better today so I came but dammit I’m losing my voice again. ,none,none
